Layer Idx,Layer Name,Layer Type,Pass,Layer Class,Input Tensor dims,Input Tensor Size (Ki),Input Tensor Compression,Filter Size,Stride Size,Pad Size,Dilation Size,Group Size,Output Tensor Dims,Output Tensor Size (Ki),Output Tensor Compression,Weight Dims,Weight Tensor Compression,Weight Size (Ki),Layer MACs (M),Layer Compute OPS (M),Total Size (Ki),Input Sparsity,Output Sparsity,Parameter Sparsity,Compute Sparsity,Precision,TilingInfo
260,encoder_k_proj10,Dense,fwd,ConvOther,encoder_ffn2_layernorm9(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,encoder_k_proj10(16;512;1024.0;1.0),16384.00,[1.0],encoder_k_proj10_params(1048576.0),[1.0],2048.00,8589.93,17179.87,34816.00,[1],[1],[1],1,2,"{'output_m': 8192, 'output_n': 1024.0, 'output_z': 1, 'max_k_slicing_combined': 1024, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 409.6, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 20, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.6, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 1.6, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
261,encoder_k_reshape10,Reshape,fwd,TensorLayout,encoder_k_proj10(16;512;1024.0;1.0),16384.00,[1.0],1,1,0,1,1,encoder_k_reshape10(16;512;16;64.0),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
262,encoder_k_trans10,Transpose,fwd,TensorLayout,encoder_k_reshape10(16;512;16;64.0),16384.00,[1.0],1,1,0,1,1,encoder_k_trans10(16;16;64.0;512),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
263,encoder_v_proj10,Dense,fwd,ConvOther,encoder_ffn2_layernorm9(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,encoder_v_proj10(16;512;1024.0;1.0),16384.00,[1.0],encoder_v_proj10_params(1048576.0),[1.0],2048.00,8589.93,17179.87,34816.00,[1],[1],[1],1,2,"{'output_m': 8192, 'output_n': 1024.0, 'output_z': 1, 'max_k_slicing_combined': 1024, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 409.6, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 20, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.6, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 1.6, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
264,encoder_v_reshape10,Reshape,fwd,TensorLayout,encoder_v_proj10(16;512;1024.0;1.0),16384.00,[1.0],1,1,0,1,1,encoder_v_reshape10(16;512;16;64.0),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
265,encoder_v_trans10,Transpose,fwd,TensorLayout,encoder_v_reshape10(16;512;16;64.0),16384.00,[1.0],1,1,0,1,1,encoder_v_trans10(16;16;512;64.0),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
266,encoder_qk_mul10,MatMul,fwd,ConvOther,"encoder_q_trans10(16;16;512;64.0),encoder_k_trans10(16;16;64.0;512)",32768.00,"[1.0, 1.0]",1,1,0,1,1,encoder_qk_mul10(16;16;512;512),131072.00,[1.0],,[],0.00,4294.97,8589.93,163840.00,"[1, 1]",[1],[],1,2,"{'output_m': 512, 'output_n': 512, 'output_z': 1, 'max_k_slicing_combined': 64.0, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 256.0, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 2, 'unit_grid_n': 2, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.0, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 13.0, 'batch_scaling_factor': 256, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
267,encoder_qk_smax10,SoftMax,fwd,Activation,encoder_qk_mul10(16;16;512;512),131072.00,[1.0],1,1,0,1,1,encoder_qk_smax10(16;16;512;512),131072.00,[1.0],,[],0.00,0.00,2415.92,262144.00,[1],[1],[],1,2,{}
268,encoder_qk_dropout10,Dropout,fwd,Other,encoder_qk_smax10(16;16;512;512),131072.00,[1.0],1,1,0,1,1,encoder_qk_smax10(16;16;512;512),131072.00,[1.0],,[],0.00,0.00,0.00,262144.00,[1],[1],[],1,2,{}
269,encoder_qkv_mul10,MatMul,fwd,ConvOther,"encoder_qk_smax10(16;16;512;512),encoder_v_trans10(16;16;512;64.0)",147456.00,"[1.0, 1.0]",1,1,0,1,1,encoder_qkv_mul10(16;16;512;64.0),16384.00,[1.0],,[],0.00,4294.97,8589.93,163840.00,"[1, 1]",[1],[],1,2,"{'output_m': 512, 'output_n': 64.0, 'output_z': 1, 'max_k_slicing_combined': 512, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 512.0, 'tg_tile_size_n': 64, 'tg_tile_size_z': 1, 'unit_tile_size_m': 512.0, 'unit_tile_size_n': 64, 'unit_tile_size_z': 1, 'unit_grid_m': 1, 'unit_grid_n': 1, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.0, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 2.0, 'batch_scaling_factor': 256, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
270,encoder_qkv_mul_trans10,Transpose,fwd,TensorLayout,encoder_qkv_mul10(16;16;512;64.0),16384.00,[1.0],1,1,0,1,1,encoder_qkv_mul_trans10(16;512;16;64.0),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
271,encoder_qkv_mul_reshape10,Reshape,fwd,TensorLayout,encoder_qkv_mul_trans10(16;512;16;64.0),16384.00,[1.0],1,1,0,1,1,encoder_qkv_mul_reshape10(16;512;1024;1.0),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
272,encoder_att_out_project10,Dense,fwd,ConvOther,encoder_qkv_mul_reshape10(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,encoder_att_out_project10(16;512;1024;1.0),16384.00,[1.0],encoder_att_out_project10_params(1048576),[1.0],2048.00,8589.93,17179.87,34816.00,[1],[1],[1],1,2,"{'output_m': 8192, 'output_n': 1024, 'output_z': 1, 'max_k_slicing_combined': 1024, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 409.6, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 20, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.6, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 1.6, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
273,encoder_att_out_dropout10,Dropout,fwd,Other,encoder_att_out_project10(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,encoder_att_out_project10(16;512;1024;1.0),16384.00,[1.0],,[],0.00,0.00,0.00,32768.00,[1],[1],[],1,2,{}
274,encoder_att_out_res10,Add,fwd,Pointwise,"encoder_att_out_project10(16;512;1024;1.0),encoder_ffn2_layernorm9(16;512;1024;1.0)",32768.00,"[1.0, 1.0]",1,1,0,1,1,encoder_att_out_res10(16;512;1024;1.0),16384.00,[1.0],,[],0.00,0.00,8.39,49152.00,"[1, 1]",[1],[],1,2,{}
275,encoder_att_out_layernorm10,LayerNorm,fwd,ConvOther,encoder_att_out_res10(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,encoder_att_out_layernorm10(16;512;1024;1.0),16384.00,[1.0],,[],0.00,8.39,67.13,32768.00,[1],[1],[],1,2,{}
276,encoder_ffn1_10,Dense,fwd,ConvOther,encoder_att_out_layernorm10(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,encoder_ffn1_10(16;512;4096;1.0),65536.00,[1.0],encoder_ffn1_10_params(4194304),[1.0],8192.00,34359.74,68719.48,90112.00,[1],[1],[1],1,2,"{'output_m': 8192, 'output_n': 4096, 'output_z': 1, 'max_k_slicing_combined': 1024, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 819.2, 'unit_tile_size_n': 512.0, 'unit_tile_size_z': 1, 'unit_grid_m': 10, 'unit_grid_n': 8, 'unit_grid_z': 1, 'unit_tg_grid_m': 3.2, 'unit_tg_grid_n': 2.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 6.4, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
277,encoder_gelu_10,Gelu,fwd,Activation,encoder_ffn1_10(16;512;4096;1.0),65536.00,[1.0],1,1,0,1,1,encoder_gelu_10(16;512;4096;1.0),65536.00,[1.0],,[],0.00,0.00,1476.40,131072.00,[1],[1],[],1,2,{}
278,encoder_ffn2_10,Dense,fwd,ConvOther,encoder_gelu_10(16;512;4096;1.0),65536.00,[1.0],1,1,0,1,1,encoder_ffn2_10(16;512;1024;1.0),16384.00,[1.0],encoder_ffn2_10_params(4194304),[1.0],8192.00,34359.74,68719.48,90112.00,[1],[1],[1],1,2,"{'output_m': 8192, 'output_n': 1024, 'output_z': 1, 'max_k_slicing_combined': 4096, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 409.6, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 20, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.6, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 1.6, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
279,encoder_ffn2_dropout10,Dropout,fwd,Other,encoder_ffn2_10(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,encoder_ffn2_10(16;512;1024;1.0),16384.00,[1.0],,[],0.00,0.00,0.00,32768.00,[1],[1],[],1,2,{}
280,encoder_ffn2_res10,Add,fwd,Pointwise,"encoder_ffn2_10(16;512;1024;1.0),encoder_att_out_layernorm10(16;512;1024;1.0)",32768.00,"[1.0, 1.0]",1,1,0,1,1,encoder_ffn2_res10(16;512;1024;1.0),16384.00,[1.0],,[],0.00,0.00,8.39,49152.00,"[1, 1]",[1],[],1,2,{}
281,encoder_ffn2_layernorm10,LayerNorm,fwd,ConvOther,encoder_ffn2_res10(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,encoder_ffn2_layernorm10(16;512;1024;1.0),16384.00,[1.0],,[],0.00,8.39,67.13,32768.00,[1],[1],[],1,2,{}
282,encoder_q_proj11,Dense,fwd,ConvOther,encoder_ffn2_layernorm10(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,encoder_q_proj11(16;512;1024.0;1.0),16384.00,[1.0],encoder_q_proj11_params(1048576.0),[1.0],2048.00,8589.93,17179.87,34816.00,[1],[1],[1],1,2,"{'output_m': 8192, 'output_n': 1024.0, 'output_z': 1, 'max_k_slicing_combined': 1024, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 409.6, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 20, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.6, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 1.6, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
283,encoder_q_reshape11,Reshape,fwd,TensorLayout,encoder_q_proj11(16;512;1024.0;1.0),16384.00,[1.0],1,1,0,1,1,encoder_q_reshape11(16;512;16;64.0),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
284,encoder_q_trans11,Transpose,fwd,TensorLayout,encoder_q_reshape11(16;512;16;64.0),16384.00,[1.0],1,1,0,1,1,encoder_q_trans11(16;16;512;64.0),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
285,encoder_k_proj11,Dense,fwd,ConvOther,encoder_ffn2_layernorm10(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,encoder_k_proj11(16;512;1024.0;1.0),16384.00,[1.0],encoder_k_proj11_params(1048576.0),[1.0],2048.00,8589.93,17179.87,34816.00,[1],[1],[1],1,2,"{'output_m': 8192, 'output_n': 1024.0, 'output_z': 1, 'max_k_slicing_combined': 1024, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 409.6, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 20, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.6, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 1.6, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
286,encoder_k_reshape11,Reshape,fwd,TensorLayout,encoder_k_proj11(16;512;1024.0;1.0),16384.00,[1.0],1,1,0,1,1,encoder_k_reshape11(16;512;16;64.0),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
287,encoder_k_trans11,Transpose,fwd,TensorLayout,encoder_k_reshape11(16;512;16;64.0),16384.00,[1.0],1,1,0,1,1,encoder_k_trans11(16;16;64.0;512),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
288,encoder_v_proj11,Dense,fwd,ConvOther,encoder_ffn2_layernorm10(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,encoder_v_proj11(16;512;1024.0;1.0),16384.00,[1.0],encoder_v_proj11_params(1048576.0),[1.0],2048.00,8589.93,17179.87,34816.00,[1],[1],[1],1,2,"{'output_m': 8192, 'output_n': 1024.0, 'output_z': 1, 'max_k_slicing_combined': 1024, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 409.6, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 20, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.6, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 1.6, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
289,encoder_v_reshape11,Reshape,fwd,TensorLayout,encoder_v_proj11(16;512;1024.0;1.0),16384.00,[1.0],1,1,0,1,1,encoder_v_reshape11(16;512;16;64.0),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
290,encoder_v_trans11,Transpose,fwd,TensorLayout,encoder_v_reshape11(16;512;16;64.0),16384.00,[1.0],1,1,0,1,1,encoder_v_trans11(16;16;512;64.0),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
291,encoder_qk_mul11,MatMul,fwd,ConvOther,"encoder_q_trans11(16;16;512;64.0),encoder_k_trans11(16;16;64.0;512)",32768.00,"[1.0, 1.0]",1,1,0,1,1,encoder_qk_mul11(16;16;512;512),131072.00,[1.0],,[],0.00,4294.97,8589.93,163840.00,"[1, 1]",[1],[],1,2,"{'output_m': 512, 'output_n': 512, 'output_z': 1, 'max_k_slicing_combined': 64.0, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 256.0, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 2, 'unit_grid_n': 2, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.0, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 13.0, 'batch_scaling_factor': 256, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
292,encoder_qk_smax11,SoftMax,fwd,Activation,encoder_qk_mul11(16;16;512;512),131072.00,[1.0],1,1,0,1,1,encoder_qk_smax11(16;16;512;512),131072.00,[1.0],,[],0.00,0.00,2415.92,262144.00,[1],[1],[],1,2,{}
293,encoder_qk_dropout11,Dropout,fwd,Other,encoder_qk_smax11(16;16;512;512),131072.00,[1.0],1,1,0,1,1,encoder_qk_smax11(16;16;512;512),131072.00,[1.0],,[],0.00,0.00,0.00,262144.00,[1],[1],[],1,2,{}
294,encoder_qkv_mul11,MatMul,fwd,ConvOther,"encoder_qk_smax11(16;16;512;512),encoder_v_trans11(16;16;512;64.0)",147456.00,"[1.0, 1.0]",1,1,0,1,1,encoder_qkv_mul11(16;16;512;64.0),16384.00,[1.0],,[],0.00,4294.97,8589.93,163840.00,"[1, 1]",[1],[],1,2,"{'output_m': 512, 'output_n': 64.0, 'output_z': 1, 'max_k_slicing_combined': 512, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 512.0, 'tg_tile_size_n': 64, 'tg_tile_size_z': 1, 'unit_tile_size_m': 512.0, 'unit_tile_size_n': 64, 'unit_tile_size_z': 1, 'unit_grid_m': 1, 'unit_grid_n': 1, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.0, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 2.0, 'batch_scaling_factor': 256, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
295,encoder_qkv_mul_trans11,Transpose,fwd,TensorLayout,encoder_qkv_mul11(16;16;512;64.0),16384.00,[1.0],1,1,0,1,1,encoder_qkv_mul_trans11(16;512;16;64.0),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
296,encoder_qkv_mul_reshape11,Reshape,fwd,TensorLayout,encoder_qkv_mul_trans11(16;512;16;64.0),16384.00,[1.0],1,1,0,1,1,encoder_qkv_mul_reshape11(16;512;1024;1.0),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
297,encoder_att_out_project11,Dense,fwd,ConvOther,encoder_qkv_mul_reshape11(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,encoder_att_out_project11(16;512;1024;1.0),16384.00,[1.0],encoder_att_out_project11_params(1048576),[1.0],2048.00,8589.93,17179.87,34816.00,[1],[1],[1],1,2,"{'output_m': 8192, 'output_n': 1024, 'output_z': 1, 'max_k_slicing_combined': 1024, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 409.6, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 20, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.6, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 1.6, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
298,encoder_att_out_dropout11,Dropout,fwd,Other,encoder_att_out_project11(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,encoder_att_out_project11(16;512;1024;1.0),16384.00,[1.0],,[],0.00,0.00,0.00,32768.00,[1],[1],[],1,2,{}
299,encoder_att_out_res11,Add,fwd,Pointwise,"encoder_att_out_project11(16;512;1024;1.0),encoder_ffn2_layernorm10(16;512;1024;1.0)",32768.00,"[1.0, 1.0]",1,1,0,1,1,encoder_att_out_res11(16;512;1024;1.0),16384.00,[1.0],,[],0.00,0.00,8.39,49152.00,"[1, 1]",[1],[],1,2,{}
300,encoder_att_out_layernorm11,LayerNorm,fwd,ConvOther,encoder_att_out_res11(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,encoder_att_out_layernorm11(16;512;1024;1.0),16384.00,[1.0],,[],0.00,8.39,67.13,32768.00,[1],[1],[],1,2,{}
301,encoder_ffn1_11,Dense,fwd,ConvOther,encoder_att_out_layernorm11(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,encoder_ffn1_11(16;512;4096;1.0),65536.00,[1.0],encoder_ffn1_11_params(4194304),[1.0],8192.00,34359.74,68719.48,90112.00,[1],[1],[1],1,2,"{'output_m': 8192, 'output_n': 4096, 'output_z': 1, 'max_k_slicing_combined': 1024, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 819.2, 'unit_tile_size_n': 512.0, 'unit_tile_size_z': 1, 'unit_grid_m': 10, 'unit_grid_n': 8, 'unit_grid_z': 1, 'unit_tg_grid_m': 3.2, 'unit_tg_grid_n': 2.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 6.4, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
302,encoder_gelu_11,Gelu,fwd,Activation,encoder_ffn1_11(16;512;4096;1.0),65536.00,[1.0],1,1,0,1,1,encoder_gelu_11(16;512;4096;1.0),65536.00,[1.0],,[],0.00,0.00,1476.40,131072.00,[1],[1],[],1,2,{}
303,encoder_ffn2_11,Dense,fwd,ConvOther,encoder_gelu_11(16;512;4096;1.0),65536.00,[1.0],1,1,0,1,1,encoder_ffn2_11(16;512;1024;1.0),16384.00,[1.0],encoder_ffn2_11_params(4194304),[1.0],8192.00,34359.74,68719.48,90112.00,[1],[1],[1],1,2,"{'output_m': 8192, 'output_n': 1024, 'output_z': 1, 'max_k_slicing_combined': 4096, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 409.6, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 20, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.6, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 1.6, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
304,encoder_ffn2_dropout11,Dropout,fwd,Other,encoder_ffn2_11(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,encoder_ffn2_11(16;512;1024;1.0),16384.00,[1.0],,[],0.00,0.00,0.00,32768.00,[1],[1],[],1,2,{}
305,encoder_ffn2_res11,Add,fwd,Pointwise,"encoder_ffn2_11(16;512;1024;1.0),encoder_att_out_layernorm11(16;512;1024;1.0)",32768.00,"[1.0, 1.0]",1,1,0,1,1,encoder_ffn2_res11(16;512;1024;1.0),16384.00,[1.0],,[],0.00,0.00,8.39,49152.00,"[1, 1]",[1],[],1,2,{}
306,encoder_ffn2_layernorm11,LayerNorm,fwd,ConvOther,encoder_ffn2_res11(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,encoder_ffn2_layernorm11(16;512;1024;1.0),16384.00,[1.0],,[],0.00,8.39,67.13,32768.00,[1],[1],[],1,2,{}
307,encoder_q_proj12,Dense,fwd,ConvOther,encoder_ffn2_layernorm11(16;512;1024;1.0),16384.00,[1.0],1,1,0,1,1,encoder_q_proj12(16;512;1024.0;1.0),16384.00,[1.0],encoder_q_proj12_params(1048576.0),[1.0],2048.00,8589.93,17179.87,34816.00,[1],[1],[1],1,2,"{'output_m': 8192, 'output_n': 1024.0, 'output_z': 1, 'max_k_slicing_combined': 1024, 'thread_tile_size_m': 64.0, 'thread_tile_size_n': 32, 'thread_tile_size_z': 1, 'tg_tile_size_m': 256.0, 'tg_tile_size_n': 256, 'tg_tile_size_z': 1, 'unit_tile_size_m': 409.6, 'unit_tile_size_n': 256, 'unit_tile_size_z': 1, 'unit_grid_m': 20, 'unit_grid_n': 4, 'unit_grid_z': 1, 'unit_tg_grid_m': 1.6, 'unit_tg_grid_n': 1.0, 'unit_tg_grid_z': 1.0, 'k_slicing_factor_slm': 1, 'k_slicing_factor_global': 1, 'compute_waves': 1.6, 'batch_scaling_factor': 1, 'padding_m': 0, 'padding_n': 0, 'padding_z': 0}"
308,encoder_q_reshape12,Reshape,fwd,TensorLayout,encoder_q_proj12(16;512;1024.0;1.0),16384.00,[1.0],1,1,0,1,1,encoder_q_reshape12(16;512;16;64.0),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
309,encoder_q_trans12,Transpose,fwd,TensorLayout,encoder_q_reshape12(16;512;16;64.0),16384.00,[1.0],1,1,0,1,1,encoder_q_trans12(16;16;512;64.0),16384.00,[1.0],,[],0.00,0.00,8.39,32768.00,[1],[1],[],1,2,{}
